deal,description,,,,,,,,,,,,,,,,
FALSE,"FitDeck creates new workout routines on the go. Choose between a deck of cards or an iPhone app and off you go! Each time you shuffle the cards or run the app, FitDeck devises a new combination of 40 different exercises, accompanied by illustrated instructions to perform them effectively and safely. Portable and fun, FitDeck keeps your workout routine fresh and varied.",,,,,,,,,,,,,,,,
TRUE,"SwimZip is sun protection that's easy to put on, and that goes a long way when you're dealing with toddlers! With its signature zipper down the front, SwimZip goes on in a zippy jiffy to provide ample sun protection for babies, toddlers, and fast-growing big kids. This sun-protective clothing is also designed to be stylish yet affordable, making it a no-brainer to stay sun-safe.",,,,,,,,,,,,,,,,
FALSE,Chewable caplets that aim to reduce appetite.,,,,,,,,,,,,,,,,
TRUE,"The Cycloramic app cleverly makes use of your iPhone's vibrating motor to make 360-degree panoramic images, no need for a tripod, swivel or any other accessories required. Available on the iTunes App Store, the Cycloramic app is programmed to make the phone spin and take pictures on its own account. As a user, just stand your iPhone on a flat surface and press GO. The iPhone will take multiple pictures while rotating and later stitch them together into a striking panorama and opening the image in an immersive 3D viewer.",,,,,,,,,,,,,,,,
FALSE,"Single-serve milk treat for kids, flavored to taste like cereal milk.",,,,,,,,,,,,,,,,
TRUE,Gourmet cookie dough made to be eaten and enjoyed without baking.,,,,,,,,,,,,,,,,
FALSE,"Nexersys is at the intersection of gaming and exercising, what they call the growing exer-gaming market. Nexersys provides unique fitness equipment for home gyms, commercial gyms, and arcades. Their machines feature a large screen display and a number of padded targets that users interact with. From the display, Nexersys delivers fitness routines and a virtual trainer to take the user through high-intensity intervals.",,,,,,,,,,,,,,,,
FALSE,"Diamond Dallas Page puts the DDP in DDP Yoga. This three-time World Championship Wrestling Heavyweight Champion designed DDP Yoga to aid in his recovery from a severe back injury. This program combines the best elements of traditional fitness training, sports therapy, yoga  flows, and dynamic resistance to create a workout that is highly effective while having minimal impact on joints and ligaments.",,,,,,,,,,,,,,,,
TRUE,"Southern Culture Foods makes flavored pancake and waffle mixes and other breakfast products. As a company, Souther Culture Foods wants to change how people think about breakfast, and stands for natural breakfast lifestyle products, including a seasoning blend for bacon called Bacon Rub.",,,,,,,,,,,,,,,,
TRUE,A safety and survival course developed by former CIA officer.,,,,,,,,,,,,,,,,
FALSE,"Moberi isn't just a smoothie, it's a lifestyle, and it's about being healthy, having fun, and of course, making delicious drinks. Based in Portland, these food carts are bicycle-powered smoothie-making stations. Customers are encouraged to hop on the bike to power the mixer that blends their smoothies, or they can stand back and let the staff do the pedaling.",,,,,,,,,,,,,,,,
FALSE,"Cheeked bridges the gap between online dating and real-world romance. Members are instructed to distribute special-made cards to prospective dates they meet in ""real life"" in order to entice them to flirt online.",,,,,,,,,,,,,,,,
FALSE,"Buzzy helps administer shots comfortably to kids and anyone who's made uncomfortable by the prospect of getting pricked. Created by a pediatrician, Buzzy blocks pain with high frequency vibration and built-in ice packs, making those necessary but unpleasant shots less stressful than ever.",,,,,,,,,,,,,,,,
FALSE,"Children's bedding designed to make it simple to make the bed. In one step, the bed can be zipped up to look neat and orderly again.",,,,,,,,,,,,,,,,
TRUE,"Bambooee is a strong, absorbent, and reusable alternative to paper towels. Made from bamboo, Bambooee sheets have the appearance of regular paper towels, but they're reusable and even machine-washable. Each roll of Bambooee sheets comes with 20 sheets, which replaces up to 60 paper towel rolls. These reusable cloths don't just save you money, they reduce waste. Every roll of Bambooee is made from sustainably-sourced organic bamboo.",,,,,,,,,,,,,,,,
FALSE,"Ever wanted to put a bell your baby so you can hear where they're getting into at all times? Squeeky Knees has made something even better: stylish baby clothes with knee pads that make a fun squeaky sound as the kids crawl. The knee pads provide protection and amusing sounds that babies love, and that parents can use to help them supervise.",,,,,,,,,,,,,,,,
FALSE,"The Buffer Bit brings the power of your drill bit to the activities of shoe shining and automotive detailing. The Buffer Bit attaches to any cordless drill to produce outstanding shine and polish to shoes, cars, motorcycles, and boats.",,,,,,,,,,,,,,,,
TRUE,RevoLights provides the ultimate bicycle lighting system for safety and visibility. These programmed light rings attach to your wheels. RevoLights illuminate the path ahead for the rider and function as brake lights like no other system.,,,,,,,,,,,,,,,,
TRUE,"U-Lace makes elastic shoelace inserts that you can customize according to different colors and patterns. U-Lace transforms any pair of sneakers into slip-on shoes, reinventing the whole look in the process.",,,,,,,,,,,,,,,,
TRUE,"As an 10-year-old, Henry learned about Colony Collapse Disorder from a local beekeper in Western Washington. For his 11th birthday, he asked for (and received) a beehive. The rest is history. Henry has created a line of all-natural spiced honey, harvested from his very own apiary. You can get Henry's Humdingers in any of four flavors: Grumpy Grandpa (red pepper and garlic), Naughty Nana (spicy ginger), Phoebe's Fireball (chipotle and cinnamon), and Diabolical Dad (habanero and lime). A portion of the profits goes the Foundation for the Preservation of Honey Bees. Not sure what you would even do with spicy honey? Visit Henry's website for recipes!",,,,,,,,,,,,,,,,
FALSE,"With the Define Bottle, you can make your own fruit-infused water to take on-the-go. The striking and eco-friendly design makes a fashion statement while allowing for any desired combination of fresh fruit, teas and herbal infusions. A great way to sidestep tempting sugary drinks like sodas, the Define Bottle is available in several sizes ranging from the ultra-portable 7-oz model to the full-sized 17 oz. bottle.",,,,,,,,,,,,,,,,
TRUE,"As smartphones, tablets and other devices continue to multiply through our lives, electronics are fast becoming a significant portion of our waste products, one which most consumers are still learning how to manage responsibly. iReTron was created to help reduce electroncis waste by providing a convenient avenue for reuse. This service will help consumers sell, upgrade or recycle their latest iPhone, iPad or other device in a fast and easy way.",,,,,,,,,,,,,,,,
TRUE,"A new skin protectant that paints on a bandage, available in a range of skin tones and fun colors for kids. Boo Boo Goo protects skin from irritation and is environmentally-friendly.",,,,,,,,,,,,,,,,
TRUE,"Garage doors are an overlooked security vulnerability in many homes, and Elocksys has created its patented Garage Door lock to help remediate that. The Garage Door Lock is a patented deadbolt locking system that uses rolling code technology. It responds only to your Elocksys-made remotes and no other store-bought alternatives.",,,,,,,,,,,,,,,,
TRUE,Packback rents digital textbooks for $5 or less and allows students to compare prices when buying or selling textbooks.,,,,,,,,,,,,,,,,
FALSE,"Morninghead is like a shower cap, but it keeps water IN instead of OUT. And the time you would want to do that is in the morning, when you wake up with bed head that crimps your style. Morninghead looks like a shower cap, but has an absorbent material on the inside that holds a solid helping of water without dripping. Fill with water and put it on your head to get your hair thoroughly wet without dripping or making a mess.",,,,,,,,,,,,,,,,
TRUE,"Chapul manufactures a high-protein flour from crickets. That's right, the same crickets you might feed your pet lizard are also a rich and cost-effective source of protein that is largely overlooked and undervalued by Americans but popular in many Eastern cultures. Chapul's unique cricket flour nutrition bars offer a gentle and appetizing introduction of insects into the Western diet.",,,,,,,,,,,,,,,,
TRUE,"The Monkey Mat is a versatile and durable play cover, great taking to picnics, out to the beach, to concerts, and anywhere else your kids might want to monkey around. Monkey Mat is machine-washable and made from a water-repellent material and comes with weighted corners as well as loops for staking it to the ground.",,,,,,,,,,,,,,,,
TRUE,"The Paint Brush Cover stores paint-covered brushes during breaks (hours, days, even weeks) without drying it out. It also protects the brush from damage when not in use, making the job of painting easier and more convenient. Since their pitch on Shark Tank, this team of brothers has also introduced a Paint Roller Cover to do the same for that other important painting tool!",,,,,,,,,,,,,,,,
TRUE,"Plated makes home cooking easier, more fun, and more varied. This subscription service delivers all the ingredients you need to make a full meal, perfectly portioned out and with a detailed chef-designed recipe. You receive a weekly box with the ingredients and step-by-step instructions for the meals of your choice for the week. The recipes and ingredients change with the seasons to keep things fresh and interesting. Plated offers a great alternative to the old-fashioned and time-consuming chore of going to the grocery store to buy ingredients, often in odd quantities that create waste. With Plated you can enjoy the fun part of making and sharing a meal at home.",,,,,,,,,,,,,,,,
FALSE,"Based on an old family recipe, Kodiak Cakes makes flapjack and waffle mixes that will knock your socks off. These mixes use 100% whole grain and all-natural ingredients to make light and fluffy pancakes and delectable waffles, just by adding water!",,,,,,,,,,,,,,,,
FALSE,"Lord Nut Levington has a mission: to free your taste buds from bland snack foods. These peanuts are highly seasoned, with bold flavors such as Hot Buffalo Sauce, Spicy Bloody Mary, and Zesty Chili Lime. Sold across the nation and online, Lord Nut Levington rallies these peanuts around the hashtag #fightbland.",,,,,,,,,,,,,,,,
TRUE,"Happy Feet are the plushest, softest slippers that money can buy. These slippers don't apologize for being comfy, they flaunt it. Founded in 1995, the company started out with just a few styles but over the years have expanded to include hundreds of designs, including many in association with branding partners.",,,,,,,,,,,,,,,,
TRUE,"Velocity Signs are robots that wave the signs for your business. Unlike human sign-wavers, Velocity Signs are battery-operated and don't have to be managed. It's a simple and relatively inexpensive way for businesses to promote their brands.",,,,,,,,,,,,,,,,
TRUE,"Hold Your Haunches is not your typical shapewear. It's not made to hide underneath your clothes, it's shapewear built into the clothes. Hold Your Haunches pants tighten legs and booties and are also just nice to look at! The secret to Hold Your Haunches is in the unique two-layer design, which is design and utility patent-pending. These shapewear fashion pants have an attractive outer shell and an inner compression shell sewn in at the waist.",,,,,,,,,,,,,,,,
TRUE,"The PowerPot is the ideal companion for outdoors enthusiasts who don't want to completely unplug from the grid. This innovative little generator makes electricity from boiling water, believe it! The folks behind PowerPot's company, Power Practical, doesn't want to just bring affordable energy solutions to campers though. They have also partnered with NGOs to start getting Power Pots into the hands of people in developing countries who live in villages where they may have inconsistent electricity supply, or none at all.",,,,,,,,,,,,,,,,
TRUE,A unique and memorable trackless train ride that entertains children in shopping malls.,,,,,,,,,,,,,,,,
FALSE,"An online platform that helps music students find, schedule, and pay for private music lessons with local music teachers.",,,,,,,,,,,,,,,,
FALSE,"This entrepreneur is onto something: while fire may be dangerous, the real monetary threat tends to be the sprinklers that get set off in these emergencies. Whether a fire is big or small, once the sprinklers go off, you're due for tons of water damage, which can destroy your home or business. As it turns out, it's really difficult to turn off sprinklers, and even firefighters struggle to stop the flow in a timely manner. Quickstop Fire Sprinkler tools to the rescue! Created by a firefighter who is very familiar with the problem, Quickstop Tools are easy to operate and should be a staple in every building and fire department. These tools enable users to swiftly stop sprinklers without having to shut down the entire building's fire protection system.",,,,,,,,,,,,,,,,
FALSE,"Now doing business as Wine Doctor, this device helps preserve wine and comes with an indicator that takes out the guesswork.",,,,,,,,,,,,,,,,
TRUE,"These light bulbs have smarts! ilumi makes LED light bulbs that are color-tunable. They screw into the socket like any normal lightbulb, but they can be controled from the free ilumi smartphone app. From your phone, you can adjust the brightness settings and the colors for as many bulbs as you have in your home. ilumi light bulbs can even be programmed to serve as sunrise alarm clocks, sync to music, and other fun features. As an added benefit, ilumi's LED technology is seven times more energy efficient than a regular light bulbs, and they are also durable, lasting up to 20 years.",,,,,,,,,,,,,,,,
TRUE,"Zoobean is a parent and educator's ultimate companion to encourage children's literacy and expose them to a range of reading materials. Created by a husband and wife duo with backgrounds in children's education, Zoobean uses data science to generate a ""SmartList"" of books. Zoobean also offers a curated service that delivers a specially selected book selection each month.",,,,,,,,,,,,,,,,
FALSE,"Fort Magic is a fort-building kit invented to let children's imagination flourish. The kit provides a wealth of poles, connectors and accessory clips to build the best fort ever. A serious upgrade from childhood forts made from stray sticks and sheets, Fort Magic is a building toy unlike any other. Winner of Dr. Toy's Best Classic 2014 Toy Award in the category of Creativity, Construction, Educational Value and Activity Play.",,,,,,,,,,,,,,,,
FALSE,"A brewed drink made from cacao beans? Yes, Crio Bru is like drinking coffee, except it's roasted cocoa beans instead. The roasting and brewing process brings out the complex chocolaty flavors and layered aromas of the cacao bean, which can hardly be appreciated in most typical cocoa products (think chocolate bars and candies). Naturally low-calorie and containing practically no caffeine, Crio Bru is nonetheless dense with antioxidants, theobromine and numerous other vitamins and minerals.",,,,,,,,,,,,,,,,
FALSE,Fun and fashionable bow ties designed by an enterprising 12-year old.,,,,,,,,,,,,,,,,
TRUE,"A ""brain supplement"" designed to enhance focus, memory, and mental energy.",,,,,,,,,,,,,,,,
TRUE,"Rugged Maniac Obstacle Race is the organization behind a national serious of events that take regular races to another level. Obstacles ranging from towers, to water slides, fire, tunnels of mud, and even electrified wires litter these race courses. More than just a race, Rugged Maniac events are always capped with a huge celebration. Toast your achievement with beer, music, dancing, bounce houses and more!",,,,,,,,,,,,,,,,
TRUE,"AngelLift Dermastrips originated from a simple ""a-ha!"" moment: the realization that it wasn't just a coincidence that wearing braces helps to reduce fine lines and wrinkles. The founders of AngelLift set out the replicate that effect, and the result was AngelLift Dermastrips, a non-invasive, non-chemical way to lift wrinkles and sagging skin. Merely placing AngelLift Dermastrips under the lip for a short time causes the skin in your face to have a long-lasting response. The strip restores pressure that is lost as our gum lines naturally recede with age, and restoring this pressure for just a few minutes a day can quickly produce visible improvements in skin tightness and wrinkle reduction. AngelLift makes a fantastic Botox alternative that will lift wrinkles naturally while saving you money and visits to the doctor.",,,,,,,,,,,,,,,,
FALSE,"Disposable tableware that is compostable yet colorful, highly-functional, party-ready, and responsibly made in partnership with non-profit factories who employ and empower the visually impaired community.",,,,,,,,,,,,,,,,
FALSE,The Bouqs Company ships fresh and sustainably-farmed flowers from two farms in Ecuador and California.,,,,,,,,,,,,,,,,
TRUE,A collapsible hanger that makes it easier to hang clothes and get them off the rack.,,,,,,,,,,,,,,,,
FALSE,"A company offering a range of marine services, including marine towing, diving, and treasure hunting.",,,,,,,,,,,,,,,,
TRUE,"Love the outdoors but bummed about the prospect of storing enormous and clunky kayaks? Oru Kayak sells light-weight and foldable kayaks made from space-age materials. The company uses double-layered polypropylene, which is tough, resilient, and abrasion-resistant. The original Oru Kayak is 12 feet long and folds into a box measuring just 32x13x28 cubic inches, weighing in at just 26 pounds.",,,,,,,,,,,,,,,,
TRUE,"Not a typical cinnamon roll shop, Cinnaholic treats are dairy-free, lactose-free, egg-free, cholesterol-free and a 100% vegan.",,,,,,,,,,,,,,,,
TRUE,"Vice meets virtue with this new wine spritzer. Bon Affair blends California wine with purified sparkling water, and electrolytes to create a refreshing and effervescent beverage with 6.5% alcohol by volume and zero added sugar. With half the calorie content of regular wine, Bon Affair is a guilt-free companion for the beach or the pool. Bon Affair is available in crisp Sauvignon Blanc and in seductive Syrah.",,,,,,,,,,,,,,,,
TRUE,"Origami meets home storage. A collapsible storage box designed for ease of use. BZBox pops open with one movement, and collapses flat again just as easily. BZBox is sturdier and more versatile than the typical cardboard box.",,,,,,,,,,,,,,,,
FALSE,"Tie Not is a simple solution to an age old problem: how to quickly and easily tie water balloons without spilling. With Tie Not, the kids can tie their own water balloons, and without wasting any more precious playtime than necessary! The patented design of Tie Not allows anyone to seal their water balloons shut with a quick spin. The package includes a special filling nozzle, a knot-tying device, and some balloons to get you started! Made in the USA from recycled materials, this is a must-have accessory for a fun summer!",,,,,,,,,,,,,,,,
TRUE,"A free iPad app which effortlessly measures a child's feet, then connects them to an online store to easily find shoes that fit.",,,,,,,,,,,,,,,,
FALSE,"Baker's Edge brings you the award-winning Edge Brownie Pan, which adds two chewy edges to every brownie in the pan! The patented design has one continuous chamber but much more edge than traditional pans. It also circulates air towards the center, which usually takes longer to bake, creating more even results throughout the pan. The Edge Brownie pan is made in the USA and includes a flexible nylon spatula. Of course, there's more, as the founding duo behind this brownie pan hasn't rested on their laurels since launching the Edge Brownie Pan in 2006. On Shark Tank, they also introduced their Better Muffin Pan, which reconfigures the 12 muffin cups into a new space-saving and mess-preventing arrangement. It won't add more edges to your muffins, but it does allow for more muffins to fit in your oven, and that alone makes it a win.",,,,,,,,,,,,,,,,
FALSE,Amber is a mobile device charging station for public spaces where devices can be left to charge safely. It also gives owners a means to monetize the charging service that they have been providing for free.,,,,,,,,,,,,,,,,
TRUE,"Creators of the Zipadee-Zip, a onesie that provides a cozy, womb-like sleeping environment that babies need, with the freedom to roll around safely and freely.",,,,,,,,,,,,,,,,
FALSE,"A nail shop for guys, providing hand and foot care in a masculine environment featuring oversized leather chairs, personal flat-screen TVs, premium sports channels, high-end headphones and complimentary beverages.",,,,,,,,,,,,,,,,
TRUE,Purpose-built and thoughtfully designed athletic-leisure socks with a mission to help those in need.,,,,,,,,,,,,,,,,
TRUE,"A line of toys that combines hands-on building, circuits, design, crafts, storytelling, and creativity.",,,,,,,,,,,,,,,,
FALSE,A mobile wedding officiant franchise that brings the ceremony to the customer.,,,,,,,,,,,,,,,,
TRUE,"An independent manufacturer of premium golf putters, Kronos undertakes a labor-intensive process that includes precision milling to within 1/1000 of an inch, delicate hand work, and a calculated approach to raw material selection.",,,,,,,,,,,,,,,,
FALSE,A high-end porcelain mug with the integrated functionality of a coaster.,,,,,,,,,,,,,,,,
FALSE,"SoapSox is more than a washcloth, it's a simultaneously whimsical and highly functional bathtime companion for little ones. The SoapSox collection of washcloths comes in a range of adorable characters, from colorful marine animals to ducklings and baby dragons, all of them equally cuddly. An anti-microbial sponge makes up the interior, while on the outside the SoapSox are finished with the softest terry cloth exterior. Each character accepts bar or liquid soap in their mouth, and lathers up luxuriously once thoroughly wet.",,,,,,,,,,,,,,,,
FALSE,"A wearable controller that allows the user to play music, control smartphones and tablets, and interact with over 300 mobile and desktop apps",,,,,,,,,,,,,,,,
TRUE,"A sling and dog carrier tote hybrid, HeartPUP allows the user to carry pets handsfree and comfortably while making a fashion statement.",,,,,,,,,,,,,,,,
FALSE,"Move over, dartboards, Ninja Cards are here! Ninja Cards are a fun card-throwing game resembling darts but more satifying, because who doesn't like to pretend being a ninja? Created by two friends who had a flash of inspiration while toying around with hotel key cards, the Ninja Cards game includes thick plastic cards and a target.",,,,,,,,,,,,,,,,
TRUE,"Paper Box Pilots is a line of stickers that give flight to kids' imaginations. With these sticker kits, children can turn any regular cardboard box into make-believe airplaines, race cars, fire engines, and more. Paper Box Pilots is a nostalgically simple and inexpensive way to encourage hours of creative play in young ones.",,,,,,,,,,,,,,,,
TRUE,"Reviver Clothing Swipes are like deodorant for your clothes. These reusable and environmentally-friendly swipes keep your clothes smelling fresh while between washes. Made in the USA, Reviver swipes are the perfect solution for those favorite pieces that you can't tear yourself away from. By potentially prolonging the time between washes, Reviver can also encourage more efficient consumption of water resources for laundry.",,,,,,,,,,,,,,,,
FALSE,"Secure your wobbly tables for good with Tablejacks, invented by a long-time restaurant owner in response to the most common of all restaurant annoyances. With just a tap of your foot, Tablejacks levels and steadies any uneven table and keeps it there. Unlike other stop-gap solutions like napkins, sugar packs and coasters, Tablejacks are purpose-built to do the job!",,,,,,,,,,,,,,,,
FALSE,"FunCakes wants you to have a spectacular wedding cake without the expense. Their rental cakes have a foam core but are covered in real fondant and gumpaste. A discretely placed compartment holds just the right amount of cake needed to have a proper cake cutting, then the cake is wheeled away to the kitchen where cost-effective sheet cake awaits to be served. Once out of sight, slices are served from the fresh sheet cake and brought out to guests. Everybody wins: you, your guests and your wallet!",,,,,,,,,,,,,,,,
TRUE,Novelty eyewear featuring outrageous and unique designs that transform the wearer's face.,,,,,,,,,,,,,,,,
TRUE,"The Red Dress Boutique is an online retailer of affordable fashions for young women and teens. This family-owned business retails most items for under $50 because their goal is to make great style accessible. You shouldn't have to be rich to dress well and feel beautiful. The Red Dress Boutique radiates happiness and seeks to share that optimism with their customers. Founder Diana Harbour started out giving each piece for sale on the website an eye-catching and memorable name, and her focus on building the brand's image and tone has contributed to the site's growth and success.",,,,,,,,,,,,,,,,
FALSE,"The Jungle Jumparoo is a special kind of jump toy, one that's low to the ground and portable. Kids can hang on to the sturdy support poles in the center and then jump on the outer ring to their hearts' content. Thanks to its unique design, te Jungle Jumparoo is a jump toy that works indoors and outdoors, which means jumping fun even in winter months! The Jungle Jumparoo is also a 3-in-1 versatile toy for climbing, swinging and jumping.",,,,,,,,,,,,,,,,
FALSE,"The Caddy Girls offers a unique and fun way to spend a day on the links with female caddies who know about all aspects of golf, from club selection and course etiquette, to calculating distances and keeping score.",,,,,,,,,,,,,,,,
TRUE,"Honeyfund is a gifting platform for newlyweds who are less interested in acquiring home appliances than they are into funding their travel dreams. The funding duo is a married couple that used their wedding registry to fund their honeymoon plans, and so they developed their home-grown system into something anyone could sign up for. As a company, they are also working to roll out additional crowdgifting platforms for other occassions, like graduations and baby showers.",,,,,,,,,,,,,,,,
FALSE,"The Oilerie is a retailer of hand-bottled extra virgin olive oils. At The Oilerie, customers may try samples of any of the premium-quality olive oils in stock. When they've made their selection, the oil is bottled for them on the spot. All of the EVOO sold by The Oilerie is produced in a small town south of Rome, Italy. The stores also carry a selection of aged balsamic vinegar.",,,,,,,,,,,,,,,,
TRUE,Inexpensive and creatively-flavored box wine.,,,,,,,,,,,,,,,,
FALSE,"EmergenSee turns your smartphone or tablet into a personal security system with the push of a button. When activated, the app streams live video, audio, and tracks location and movements using GPS in real time to emergency responders and pre-selected contacts.",,,,,,,,,,,,,,,,
FALSE,"Singtrix is the ultimate karaoke system, featuring technology that adds vocal harmonies and natural voice to make every aspiring singer sound better than ever. Made by the people behind the first Guitar Hero, Singtrix brings professional studio quality music to your living room karaoke party. The Singtrix system works with any music and any audio device.",,,,,,,,,,,,,,,,
FALSE,"Beardbrand is a men's grooming products company making beard oil, mustache wax, beard combs, and other items for the bearded lifestyle.",,,,,,,,,,,,,,,,
TRUE,TITIN is patented form-fitting weighted compression gear using gel weights as inserts.,,,,,,,,,,,,,,,,
TRUE,"Myself Belts are for little ones who are learning to do things themselves. These belts can be fastened and unfastened with a quick one-handed motion. These velcro-backed belts are great for kids going through potty training and special needs children, and their faux buckles make it look like a regular belt. Myself Belts are adorably styled with airplanes, hearts and trucks, and can even be customized with a name or branded design, as with a school uniform.",,,,,,,,,,,,,,,,
FALSE,"Man-PACK blends style, durability, and function to make utilitarian bags that look cool.",,,,,,,,,,,,,,,,
FALSE,Priority One Canine provides highly trained house pets that serve as security protection and loyal companions for the family.,,,,,,,,,,,,,,,,
TRUE,"Bottle Breacher takes the same 50-caliber ammunition used to defend our country nad turns them into bottle openers. Crafted by US Active Duty service members and Veterans, Bottle Breacher is an original and memorable gift. Use it for promotional gifts, decorative display, and of course, cracking open a bottle!",,,,,,,,,,,,,,,,
TRUE,"The Natural Grip makes the best-fitting hand grips for protecting your hands during workouts. Unlike the competition, The Natural Grip is not a one-size-fits-all product. These grips were created by fitness enthusiast and active duty officer Ashley Drake. The Natural Grip provides protection from torn hands and blisters without the bulk the alternatives. Snugly fitted to your hand, based on your ring finger size, the Natural Grip hooks over your ring and middle fingers and drapes down the palm of your hands.",,,,,,,,,,,,,,,,
TRUE,"Heidi Ho! makes a line of delicious cheezes, and that is not a typo, because this is no ordinary cheese. Chef Heidi's cheezes are purely plant-based, made from organic vegetables, nuts, and seeds. Despite being dairy-free and in many cases also soy-free, Heidi Ho cheezes maintain very cheese-like properties, firm enough to grate and melty like real cheese!",,,,,,,,,,,,,,,,
TRUE,"Pipcorn is a fun mini popcorn snack. When heated and popped, these popcorn kernel shells shatter into little pieces, making them easier on your stomach and teeth, not to mention delicious. This brother-sister duo from Brooklyn makes Pipcorn in small batches using all-natural ingredients.",,,,,,,,,,,,,,,,
TRUE,"The Squatty Potty is a toilet stool that helps the user mimic a natural squat, allowing for easier and healthier elimination at home. Believe it or not, the relatively modern tradition of sitting upright on a toilet seat has not been an improvement, at least as far as posture is concerned. This position puts more stress on the bowels than a simple squat. The Squatty Potty allows the user to adapt their home toilet into one that can be used in a squatting position, which helps to reduce straining and even prevent hemorroids and bowel herniation. Squatty Potty is also great for kids, as it gives them a leg up and a place to rest their feet when moving up to the grown-ups toilet. When not in use, Squatty Potty tucks neatly and discretely underneath the toilet bowl.",,,,,,,,,,,,,,,,
FALSE,"Storm Stoppers are DIY storm window protection. Lightweight, safe and simple to install, Storm Stoppers go in without bolts or screws, and they can be cut and installed without the use of power tools. Among its other benefits, Storm Stoppers take just under a minute to re-install per window, and because they don't bolt on, they're also the easiest to remove in case needed to make a safe exit through one of these openings.",,,,,,,,,,,,,,,,
TRUE,"Earthlogs are the environmentally-conscious choice for fire logs. Made from clean waste paper and scrap candle wax, Earthlog repurposes waste into premium-quality fire products. The company's patent-pending manufacturing process also produces zero waste.",,,,,,,,,,,,,,,,
TRUE,"With Magic Cook, users can make a meal without fire, gas or electricity.",,,,,,,,,,,,,,,,
TRUE,"The Kitchen Safe is a smart container that helps people form good habits. It's great for food, cellphones, TV remotes, video games, and many other things.",,,,,,,,,,,,,,,,
FALSE,"Off the Cob makes premium-quality tortilla chips using fresh sweet corn. Unlike the grain corn typically used in every other tortilla chip, sweet corn is naturally flavorful and hand picked at the height of its ripeness each year. Created by third-generation farmer Cameron Sheldrake, these chips are gluten free, organic, and non-GMO, not to mention tasty! The company's larger mission is to support sustainable corn farming.",,,,,,,,,,,,,,,,
TRUE,"Single-serve wines in recyclable, high quality plastic stemware that looks and feels like glass.",,,,,,,,,,,,,,,,
FALSE,A three-in-one men's grooming product.,,,,,,,,,,,,,,,,
TRUE,"Biaggi luggage is built for premium quality and easy storage. Their unique design and lightweight construction allow Biaggi baggage to flatten for storage, greatly reducing the space required. Biaggi suitcases also feature a 4-wheel spinner system, a padded compartment for laptops, hinge-lock technology, and multi-stop telescoping aluminum handles.",,,,,,,,,,,,,,,,
TRUE,Fashionable and affordably-priced apparel for female sports fans.,,,,,,,,,,,,,,,,
TRUE,"Hoppy Paws is a kit that includes everything needed to create reindeer hoof prints in your home. An easy way to bring more whimsy to your holidays, Hoppy Paws comes with a hoof print stamp, a mixing tray and a super secret powder. Mixed with water, the powder creates crisp white hoof prints that are easy to clean up when the fun is done. Hoppy Paws makes it look like the reindeer have indeed come through, and the company has expanded into kits for other characters, including Santa's Elves, the Easter Bunny, the Tooth Fairy and more. Non-toxic and biodegradable, Hoppy Paws works on most hard surfaces, indoors and out.",,,,,,,,,,,,,,,,
TRUE,"An ""elf on a shelf"" analog for Jewish and interfaith families. Moshe the Mensch tells the story of Hanukkah and promotes the values of being a Mensch.",,,,,,,,,,,,,,,,
FALSE,"A device that allows for quickly toggling Christmas lights from visible to out-of-sight, reducing the time spent hanging them up and taking them down each year.",,,,,,,,,,,,,,,,
TRUE,"The Q-Flex is personal acupressure system and self-massage device. Its hook-shaped design allows anyone to reach sore spots on their own and apply pressure to relieve stress and soothe aches. Lightweight, durable, easy to use, and affordable, Q-Flex allows anyone to enjoy an on-demand deep tissue massage with just the right amount of pressure to relax knotted muscles, ease shoulder tension, relieve back pain or soothe tired feet. Made in the USA.",,,,,,,,,,,,,,,,
FALSE,"With SkinnyShirt you can rock a classic preppy look while maintaining a smooth and svelte silhouette. Layering a sweater over a traditional button-down shirt leads to bulk and bunchiness, but SkinnyShirt circumvents the issue with their knit camis, which have a collared neck that simulates a typical button-down shirt. It even has four working collar buttons to really sell the illusion! The collar and upper portion of the shirt is made with a woven cotton blend, while the rest of the shirt is instead made with a knit nylon blend that stays smooth against your skin. SkinnyShirt comes in white and pairs nicely with sweaters of any cut or color, but especially V-necks and crewnecks.",,,,,,,,,,,,,,,,
TRUE,"Bantam's mini bagel balls come stuffed with artisan cream cheeses that add ease to mobile munching and are perfect for any snack, meeting or event.",,,,,,,,,,,,,,,,
TRUE,"Doorman is an on-demand mobile service that provides package delivery (and returns) until midnight, 7 days a week.",,,,,,,,,,,,,,,,
FALSE,An online dating service that helps people meet friends of friends through daily matches.,,,,,,,,,,,,,,,,
FALSE,Kids' backpacks in the form of vests with pockets all around to distribute the load.,,,,,,,,,,,,,,,,
TRUE,"Scratch & Grain Baking Co. makes the most wholesome and delicious cookie mixes on the planet. These cookie kits bring together the best elements of baking from scratch and the convenience of using prepackaged mixes. Unlike the typical baking mixes from big brands that you might be used to seeing at the grocery store, each ingredient in Scratch and Grain Co. mixes come individually packaged within the box. You get the wonderful flavor of baked-from-scratch cookies and the satisfaction that the ingredients are fresh and all-natural. Scratch and Grain Co. offers a number of different cookie mixes, including Chocolate Chip, Sugar Cookie, and Oatmeal Raisin. They have also introduced three gluten-free mixes: Chocolate Truffle, Snicker Doodle, and Chewy Peanut Butter.",,,,,,,,,,,,,,,,
